id,color
20083,2.9
20085,3.6
20087,4.1
20089,4.7
20091,3.3
20093,3.3
20095,4.7
20097,2.9
20099,5.7
20101,3.4
20103,4.4
20105,3.8
20107,6.7
20109,2.8
20111,4.2
20113,3.3
20115,4.3
20117,3.2
20119,2.9
20121,4.3
20123,3.6
20125,6.4
20127,4.1
20129,4.1
20131,2.8
20133,7.5
20135,3.8
20137,2.6
20139,4.6
20141,3.7
20143,4.0
20145,3.6
20147,3.2
20149,3.5
20151,4.3
20153,2.6
20155,4.6
20157,2.9
20159,4.2
20161,3.3
20163,5.2
20165,4.2
20167,4.5
20169,3.8
20171,2.6
20173,4.8
20175,4.6
20177,4.1
20179,2.6
20181,3.5
20183,3.5
20185,4.1
20187,3.1
20189,4.4
20191,4.4
20193,2.9
20195,4.2
20197,3.8
20199,2.9
20201,3.5
20203,2.5
20205,6.4
20207,6.2
20209,5.7
21001,6.6
21003,4.2
21005,4.0
21007,8.6
21009,4.6
21011,7.2
21013,9.0
21015,3.8
21017,4.7
21019,8.1
21021,4.9
21023,6.0
21025,9.4
21027,6.0
21029,4.1
21031,5.3
21033,5.3
21035,4.5
21037,3.8
21039,5.9
21041,5.0
21043,10.2
21045,4.6
21047,6.0
21049,4.7
21051,9.6
21053,7.3
21055,5.0
21057,5.5
21059,4.5
21061,6.1
21063,10.9
21065,5.7
21067,3.5
21069,5.9
21071,10.9
21073,4.0
21075,6.8
21077,4.8
21079,4.7
21081,4.9
21083,6.0
21085,6.4
21087,4.4
21089,8.6
21091,5.4
21093,4.4
21095,12.1
21097,4.6
21099,4.6
21101,4.7
21103,4.1
21105,5.6
21107,5.5
21109,7.5
21111,4.4
21113,3.8
21115,9.6
21117,4.1
21119,11.2
21121,7.9
21123,4.5
21125,6.1
21127,10.4
21129,9.2
21131,13.0
21133,11.9
21135,9.2
21137,6.0
21139,7.0
21141,4.2
21143,5.6
21145,5.7
21147,7.7
21149,4.8
21151,4.1
21153,18.8
21155,4.1
21157,5.6
21159,10.1
21161,6.1
21163,5.0
21165,8.4
21167,4.7
21169,4.5
21171,4.0
21173,6.3
21175,7.8
21177,7.0
21179,4.5
21181,5.4
21183,6.5
21185,3.4
21187,4.1
21189,9.4
21191,4.8
21193,10.5
21195,10.8
21197,7.0
21199,5.3
21201,5.9
21203,5.9
21205,5.5
21207,8.3
21209,3.7
21211,3.5
21213,4.4
21215,3.8
21217,5.1
21219,4.2
21221,5.6
21223,5.3
21225,6.7
21227,3.9
21229,4.1
21231,7.3
21233,5.9
21235,6.5
21237,9.7
21239,3.2
22001,7.4
22003,6.4
22005,4.9
22007,8.5
22009,7.1
22011,6.0
22013,7.7
22015,5.4
22017,6.6
22019,4.8
22021,7.6
22023,4.4
22025,9.3
22027,6.7
22029,8.3
22031,7.4
22033,5.1
22035,11.7
22037,5.7
22039,7.4
22041,9.1
22043,7.0
22045,9.4
22047,6.8
22049,5.7
22051,5.3
22053,6.0
22055,6.2
22057,6.3
22059,6.6
22061,6.5
22063,5.1
22065,9.0
22067,9.8
22069,7.0
22071,5.9
22073,6.1
22075,5.3
22077,6.5
22079,6.1
22081,6.1
22083,7.4
22085,6.9
22087,6.1
22089,5.3
22091,7.6
22093,7.5
22095,6.8
22097,8.1
22099,7.8
22101,9.4
22103,5.0
22105,6.7
22107,9.9
22109,7.0
22111,6.5
22113,7.7
22115,7.3
22117,7.0
22119,8.6
22121,5.3
22123,11.9
22125,5.1
22127,7.8
23001,3.6
23003,5.7
23005,2.9
23007,4.4
23009,4.7
23011,3.6
23013,3.6
23015,3.8
23017,4.8
23019,4.4
23021,5.4
23023,3.0
23025,5.8
23027,4.2
23029,6.2
23031,3.4
24001,6.1
24003,3.7
24005,4.5
24009,3.8
24011,4.7
24013,3.5
24015,5.1
24017,4.2
24019,6.0
24021,3.7
24023,5.5
24025,4.1
24027,3.2
24029,4.7
24031,3.3
24033,4.4
24035,3.8
24037,4.1
24039,7.0
24041,4.1
24043,4.9
24045,6.0
24047,9.0
24510,6.3
25001,4.7
25003,4.3
25005,4.7
25007,5.0
25009,3.8
25011,3.3
25013,5.0
25015,3.3
25017,3.0
25019,4.2
25021,3.2
25023,3.9
25025,3.4
25027,3.9
26001,7.4
26003,8.0
26005,3.7
26007,5.7
26009,6.8
26011,8.1
26013,7.9
26015,3.8
26017,5.2
26019,6.4
26021,4.8
26023,4.6
26025,4.6
26027,4.6
26029,5.3
26031,9.0
26033,7.4
26035,7.2
26037,3.6
26039,7.4
26041,6.3
26043,5.2
26045,4.0
26047,6.2
26049,5.4
26051,6.8
26053,6.5
26055,4.1
26057,5.0
26059,4.9
26061,5.9
26063,5.0
26065,4.1
26067,4.1
26069,7.1
26071,6.5
26073,4.5
26075,4.7
26077,3.9
26079,6.9
26081,3.4
26083,8.4
26085,7.3
26087,6.5
26089,4.7
26091,4.5
26093,4.2
26095,6.5
26097,9.4
26099,5.3
26101,6.3
26103,5.6
26105,5.6
26107,5.4
26109,5.6
26111,4.5
26113,5.7
26115,4.3
26117,5.0
26119,9.7
26121,5.2
26123,4.7
26125,4.2
26127,7.1
26129,7.5
26131,8.3
26133,5.5
26135,7.2
26137,5.7
26139,3.2
26141,9.2
26143,8.1
26145,5.1
26147,6.2
26149,4.0
26151,6.0
26153,9.1
26155,5.1
26157,6.1
26159,5.5
26161,3.4
26163,6.4
26165,5.6
27001,7.0
27003,3.8
27005,4.7
27007,5.3
27009,4.5
27011,4.9
27013,3.2
27015,4.1
27017,5.4
27019,3.3
27021,6.7
27023,4.5
27025,4.4
27027,3.5
27029,9.6
27031,4.6
27033,7.3
27035,5.1
27037,3.4
27039,3.8
27041,3.5
27043,4.4
27045,4.1
27047,3.9
27049,3.8
27051,4.7
27053,3.4
27055,4.0
27057,6.5
27059,4.7
27061,8.7
27063,4.5
27065,6.6
27067,3.8
27069,4.7
27071,8.5
27073,4.3
27075,6.5
27077,4.7
27079,4.9
27081,3.6
27083,3.6
27085,4.5
27087,5.7
27089,7.4
27091,4.2
27093,4.5
27095,6.0
27097,5.7
27099,3.2
27101,4.8
27103,2.8
27105,3.8
27107,4.9
27109,3.0
27111,4.4
27113,5.8
27115,5.9
27117,3.9
27119,4.4
27121,3.6
27123,3.6
27125,7.2
27127,4.1
27129,5.3
27131,3.5
27133,2.3
27135,5.1
27137,5.8
27139,3.3
27141,4.1
27143,4.3
27145,3.8
27147,3.6
27149,3.0
27151,5.3
27153,4.7
27155,3.7
27157,3.7
27159,6.0
27161,4.3
27163,3.4
27165,5.0
27167,3.3
27169,3.6
27171,3.9
27173,3.9
28001,8.3
28003,5.2
28005,7.4
28007,6.7
28009,6.7
28011,7.3
28013,5.4
28015,7.5
28017,6.6
28019,5.7
28021,11.4
28023,6.8
28025,8.1
28027,8.8
28029,6.5
28031,5.5
28033,4.2
28035,5.7
28037,7.2
28039,7.4
28041,7.3
28043,5.2
28045,6.1
28047,5.5
28049,5.4
28051,11.0
28053,11.4
28055,14.3
28057,5.0
28059,6.5
28061,7.7
28063,14.9
28065,8.3
28067,6.1
28069,8.7
28071,4.8
28073,4.5
28075,5.9
28077,7.1
28079,6.1
28081,4.8
28083,9.3
28085,5.7
28087,6.2
28089,4.3
28091,6.6
28093,6.0
28095,6.3
28097,6.4
28099,5.8
28101,6.0
28103,8.3
28105,5.5
28107,7.4
28109,6.0
28111,7.1
28113,6.8
28115,4.8
28117,5.5
28119,9.7
28121,4.0
28123,4.6
28125,8.9
28127,5.4
28129,5.3
28131,6.7
28133,9.5
28135,6.8
28137,5.8
28139,5.5
28141,5.5
28143,7.1
28145,4.4
28147,7.7
28149,6.4
28151,9.0
28153,7.3
28155,6.3
28157,10.2
28159,7.1
28161,6.2
28163,7.4
29001,5.7
29003,3.8
29005,4.6
29007,4.2
29009,4.5
29011,5.2
29013,5.3
29015,6.1
29017,5.1
29019,3.2
29021,4.1
29023,5.7
29025,4.6
29027,4.1
29029,5.7
29031,4.3
29033,5.4
